CompoundType (class=java.lang.String)
2787343 = Minor+Metabolite
2787346 = Minor+Metabolite
2787345 = Metabolite
2787348 = Enzyme
2787347 = Minor+Metabolite
2787349 = Minor+Metabolite
c_Unknown+-+16946 = Compound
c_2-hydroxynervonate* = Compound
c_docosahexaenoylcholine = Compound
c_iminodiacetate+%28IDA%29 = Compound
c_sphingomyelin+%28d18%3A1%2F20%3A2%2C+d18%3A2%2F20%3A1%2C+d16%3A1%2F22%3A2%29* = Compound
2787351 = Minor+Metabolite
2787350 = Minor+Metabolite
2787352 = Metabolite
2787355 = Minor+Metabolite
2787354 = Enzyme
2787357 = Metabolite
c_cerotoylcarnitine+%28C26%29* = Compound
2787356 = Metabolite
2787359 = Minor+Metabolite
2787358 = Minor+Metabolite
2787360 = Minor+Metabolite
2787362 = Minor+Metabolite
2787361 = Enzyme
2787364 = Minor+Metabolite
2787363 = Minor+Metabolite
c_sphingomyelin+%28d18%3A1%2F24%3A1%2C+d18%3A2%2F24%3A0%29* = Compound
2787365 = Metabolite
2787368 = Minor+Metabolite
2787367 = Enzyme
2787369 = Minor+Metabolite
c_N-formylphenylalanine = Compound
c_1-stearoyl-2-docosapentaenoyl-GPE+%2818%3A0%2F22%3A5n3%29* = Compound
2787371 = Minor+Metabolite
2787370 = Metabolite
2787373 = Enzyme
p_Lysophospholipid = Sub+Pathway
c_caprylate+%288%3A0%29 = Compound
2787372 = Metabolite
2787375 = Minor+Metabolite
2787374 = Minor+Metabolite
2787376 = Metabolite
2787379 = Minor+Metabolite
2787378 = Enzyme
c_N-acetyl-2-aminooctanoate* = Compound
2787380 = Minor+Metabolite
2787382 = Metabolite
2787381 = Metabolite
c_tetradecanedioate+%28C14-DC%29 = Compound
2787384 = Minor+Metabolite
2787383 = Minor+Metabolite
2787386 = Minor+Metabolite
c_spermidine = Compound
2787385 = Enzyme
2787388 = Minor+Metabolite
2787387 = Minor+Metabolite
c_2-hydroxyadipate = Compound
2787389 = Minor+Metabolite
2936250 = Minor+Metabolite
2936254 = Enzyme
2787270 = Minor+Metabolite
2936257 = Metabolite
2787271 = Enzyme
2936256 = Minor+Metabolite
2787274 = Minor+Metabolite
2950559 = Metabolite
2936255 = Minor+Metabolite
2950558 = Enzyme
2951889 = Minor+Metabolite
2787276 = Enzyme
2950553 = Metabolite
2951884 = Enzyme
2787275 = Minor+Metabolite
2950552 = Enzyme
2951883 = Minor+Metabolite
2950555 = Metabolite
2936259 = Minor+Metabolite
2787277 = Minor+Metabolite
2950554 = Cofactor
2949560 = Cofactor
2951880 = Minor+Metabolite
2787279 = Minor+Metabolite
2950551 = Cofactor
2951882 = Metabolite
2950550 = Minor+Metabolite
2951881 = Minor+Metabolite
2948232 = Metabolite
2949564 = Metabolite
2948233 = Minor+Metabolite
2949563 = Enzyme
2948230 = Enzyme
2949562 = Metabolite
2948231 = Metabolite
2949561 = Minor+Metabolite
2948236 = Enzyme
2949568 = Minor+Metabolite
2948237 = Minor+Metabolite
2949567 = Metabolite
2948234 = Metabolite
2949566 = Enzyme
2948235 = Metabolite
2949565 = Metabolite
2948238 = Metabolite
2948239 = Minor+Metabolite
2949569 = Minor+Metabolite
c_ibuprofen+acyl+glucuronide = Compound
2936242 = Minor+Metabolite
2950549 = Minor+Metabolite
2936241 = Minor+Metabolite
2787281 = Metabolite
2787280 = Cofactor
2936247 = Cofactor
2951877 = Minor+Metabolite
2787282 = Label
2951876 = Cofactor
2950548 = Minor+Metabolite
2936244 = Enzyme
2787284 = FinalPathway
2950547 = Minor+Metabolite
2951878 = Metabolite
2787287 = FinalPathway
2950542 = Metabolite
2950541 = Metabolite
2951872 = Enzyme
2950544 = Minor+Metabolite
2951875 = Enzyme
2936248 = Minor+Metabolite
2950543 = Enzyme
2950540 = Metabolite
2951871 = Cofactor
2948221 = Metabolite
2949553 = Minor+Metabolite
2948222 = Metabolite
2949552 = Minor+Metabolite
2949551 = Metabolite
2948220 = Minor+Metabolite
2949550 = Enzyme
2948225 = Minor+Metabolite
2949557 = Metabolite
2948226 = Enzyme
2949556 = Cofactor
2948223 = Minor+Metabolite
2949555 = Enzyme
2948224 = Cofactor
2948229 = Metabolite
2948227 = Minor+Metabolite
2949559 = Minor+Metabolite
2948228 = Metabolite
2949558 = Minor+Metabolite
2936272 = Label
2936271 = Minor+Metabolite
2787290 = FinalPathway
2936274 = FinalPathway
2787292 = Enzyme
2787294 = Minor+Metabolite
2950579 = Minor+Metabolite
2787293 = Minor+Metabolite
2950578 = Cofactor
2936278 = Class
2787296 = Metabolite
2787295 = Metabolite
c_gamma-tocopherol%2Fbeta-tocopherol = Compound
2787298 = Minor+Metabolite
2950575 = Minor+Metabolite
2787297 = Minor+Metabolite
2950577 = Minor+Metabolite
c_dimethyl+sulfone = Compound
2787299 = Metabolite
2948250 = Metabolite
2949582 = Metabolite
2950571 = Minor+Metabolite
2949581 = Metabolite
2950570 = Minor+Metabolite
2949580 = Unknown
2950573 = Enzyme
2950572 = Minor+Metabolite
2948254 = Metabolite
2949586 = Minor+Metabolite
2948255 = Class
2949585 = Metabolite
2948252 = Enzyme
2949584 = Metabolite
2948253 = Class
2949583 = Enzyme
2948258 = Metabolite
2948259 = Enzyme
2949589 = Enzyme
2948256 = Unknown
2949588 = Minor+Metabolite
p_Fatty+Acid%2C+Amino = Sub+Pathway
2948257 = Metabolite
2949587 = Minor+Metabolite
2936261 = Cofactor
2936260 = Enzyme
c_1-palmitoyl-GPI+%2816%3A0%29 = Compound
c_gamma-glutamylthreonine = Compound
2936264 = Minor+Metabolite
2936263 = Minor+Metabolite
2936262 = Minor+Metabolite
2950567 = Enzyme
2936267 = Enzyme
2936266 = Metabolite
2950564 = Minor+Metabolite
2951895 = Minor+Metabolite
2950563 = Minor+Metabolite
2951897 = Enzyme
2949571 = Unknown
2951891 = Minor+Metabolite
2948240 = Metabolite
2951890 = Minor+Metabolite
2950562 = Cofactor
2951893 = Minor+Metabolite
2950561 = Enzyme
2951892 = Enzyme
2948243 = Metabolite
2948244 = Minor+Metabolite
2949574 = Enzyme
2948241 = Enzyme
2949573 = Metabolite
2948242 = Metabolite
2949572 = Metabolite
2948247 = Minor+Metabolite
2948248 = Cofactor
c_1-myristoyl-2-arachidonoyl-GPC+%2814%3A0%2F20%3A4%29* = Compound
2948245 = Minor+Metabolite
2949577 = Minor+Metabolite
2948246 = Minor+Metabolite
2949576 = Minor+Metabolite
2948249 = Unknown
2936293 = FinalPathway
2936296 = Class
2936299 = FinalPathway
2950597 = Enzyme
2948280 = Minor+Metabolite
c_ribonate = Compound
2950599 = Metabolite
2950598 = Minor+Metabolite
2948272 = Metabolite
2950593 = Minor+Metabolite
2948273 = Metabolite
2950592 = Enzyme
2948270 = Minor+Metabolite
2948271 = Enzyme
2950594 = Minor+Metabolite
2948276 = Metabolite
2948277 = Enzyme
2948274 = Enzyme
2950591 = Minor+Metabolite
2948275 = Metabolite
2950590 = Cofactor
c_piperine = Compound
2948278 = Metabolite
2948279 = Minor+Metabolite
2936281 = Class
2936286 = FinalPathway
2936284 = FinalPathway
2950589 = Metabolite
2936289 = FinalPathway
2950586 = Enzyme
2950585 = Metabolite
2950588 = Metabolite
2950587 = Minor+Metabolite
2948261 = Metabolite
2950582 = Minor+Metabolite
2948262 = Minor+Metabolite
2949592 = Enzyme
2950581 = Minor+Metabolite
2948260 = Metabolite
2949590 = Metabolite
2950583 = Cofactor
2948265 = Enzyme
2949597 = Metabolite
2948266 = Minor+Metabolite
2949596 = Enzyme
2948263 = Minor+Metabolite
2949595 = Minor+Metabolite
2950580 = Enzyme
2948264 = Cofactor
c_cyclo%28pro-val%29 = Compound
2948267 = Minor+Metabolite
2949599 = Enzyme
2948268 = Metabolite
2949598 = Metabolite
c_1-stearoyl-2-oleoyl-GPS+%2818%3A0%2F18%3A1%29 = Compound
c_pipecolate = Compound
2948294 = Minor+Metabolite
2948295 = Minor+Metabolite
2948292 = Enzyme
2948293 = Metabolite
2948298 = Enzyme
2948296 = Metabolite
2948297 = Minor+Metabolite
p_Glycolysis%2C+Gluconeogenesis%2C+and+Pyruvate+Metabolism = Sub+Pathway
c_1-stearoyl-2-oleoyl-GPC+%2818%3A0%2F18%3A1%29 = Compound
c_dehydroisoandrosterone+sulfate+%28DHEA-S%29 = Compound
2948290 = Metabolite
2948284 = Metabolite
2948281 = Metabolite
2948282 = Unknown
2948287 = Metabolite
2948286 = Enzyme
2948289 = Unknown
2951807 = Enzyme
c_Unknown+-+22834 = Compound
2951809 = Minor+Metabolite
2951804 = Unknown
2951803 = Minor+Metabolite
2951805 = Metabolite
2951802 = Metabolite
c_glycerol+3-phosphate = Compound
c_glycolithocholate = Compound
2954079 = Metabolite
2954076 = Metabolite
2954073 = Class
2954070 = Metabolite
c_N-%282-furoyl%29glycine = Compound
c_biliverdin = Compound
2954066 = FinalPathway
2954064 = FinalPathway
c_arabonate%2Fxylonate = Compound
2954061 = FinalPathway
c_cortisol = Compound
2949509 = Minor+Metabolite
2951829 = Minor+Metabolite
2949508 = Minor+Metabolite
2949507 = Minor+Metabolite
2951826 = Minor+Metabolite
2951825 = Cofactor
2951828 = Enzyme
2951827 = Metabolite
2951822 = Minor+Metabolite
2951821 = Metabolite
2951824 = Minor+Metabolite
c_o-cresol+sulfate = Compound
2951820 = Minor+Metabolite
2949502 = Enzyme
2954096 = FinalPathway
2949501 = Metabolite
2949500 = Minor+Metabolite
2954093 = FinalPathway
2949506 = Metabolite
2949505 = Enzyme
2954091 = Metabolite
2949503 = Metabolite
2951819 = Minor+Metabolite
2951818 = Enzyme
c_lignoceroyl+sphingomyelin+%28d18%3A1%2F24%3A0%29 = Compound
2951814 = Minor+Metabolite
2951817 = Minor+Metabolite
2951816 = Metabolite
2951811 = Minor+Metabolite
2951813 = Minor+Metabolite
2951812 = Enzyme
2954088 = Metabolite
2954085 = Class
2954082 = Metabolite
2949529 = Minor+Metabolite
2936210 = Minor+Metabolite
2950517 = Enzyme
2950516 = Minor+Metabolite
2936214 = Enzyme
2950513 = Minor+Metabolite
2950512 = Metabolite
2951843 = Minor+Metabolite
2951846 = Cofactor
2936211 = Minor+Metabolite
2950514 = Minor+Metabolite
2951845 = Enzyme
c_gamma-CEHC = Compound
2936217 = Enzyme
2950511 = Enzyme
2951842 = Minor+Metabolite
2936215 = Class
2950510 = Metabolite
2951841 = Cofactor
2949522 = Enzyme
p_Fatty+Acid%2C+Amide = Sub+Pathway
2949528 = Minor+Metabolite
2949527 = Minor+Metabolite
2949526 = Metabolite
2949525 = Enzyme
c_uracil = Compound
2950509 = Metabolite
2949519 = Enzyme
2949518 = Metabolite
c_1-oleoyl-GPI+%2818%3A1%29* = Compound
2950506 = Metabolite
c_3-hydroxylaurate = Compound
2950505 = Minor+Metabolite
2951836 = Cofactor
2950508 = Metabolite
2951839 = Enzyme
2950507 = Enzyme
c_2-hydroxylaurate = Compound
2936203 = Minor+Metabolite
2950502 = Minor+Metabolite
2951833 = Minor+Metabolite
2936202 = Enzyme
2950501 = Enzyme
2951832 = Minor+Metabolite
2936201 = Metabolite
2950504 = Metabolite
2951835 = Enzyme
c_palmitoyl-arachidonoyl-glycerol+%2816%3A0%2F20%3A4%29+%5B2%5D* = Compound
2936200 = Minor+Metabolite
2950503 = Minor+Metabolite
2951834 = Metabolite
2781198 = Minor+Metabolite
2936207 = Minor+Metabolite
2781199 = Minor+Metabolite
2781196 = Enzyme
2950500 = Metabolite
2951831 = Minor+Metabolite
c_N-acetylkynurenine+%282%29 = Compound
2781197 = Metabolite
2936209 = Minor+Metabolite
c_7-methylxanthine = Compound
2936208 = Enzyme
2949513 = Minor+Metabolite
2949512 = Minor+Metabolite
p_Fatty+Acid%2C+Branched = Sub+Pathway
2949511 = Enzyme
2949510 = Metabolite
2949517 = Metabolite
2949516 = Enzyme
2753956 = Minor+Metabolite
c_3-methyladipate = Compound
2753955 = Cofactor
2936232 = Minor+Metabolite
2753950 = Minor+Metabolite
2950539 = Metabolite
2936231 = Enzyme
2950538 = Metabolite
2753952 = Minor+Metabolite
2753951 = Enzyme
2936236 = Cofactor
2950535 = Metabolite
2951866 = Metabolite
2950534 = Metabolite
2951865 = Minor+Metabolite
2936234 = Minor+Metabolite
2950537 = Metabolite
2951868 = Enzyme
2936233 = Cofactor
2951867 = Cofactor
2950531 = Metabolite
2951862 = Minor+Metabolite
c_galactitol+%28dulcitol%29 = Compound
2936239 = Enzyme
2753957 = Label
2950530 = Metabolite
2951861 = Minor+Metabolite
2950533 = Metabolite
2936237 = Minor+Metabolite
2950532 = Enzyme
2951863 = Minor+Metabolite
2951860 = Minor+Metabolite
2948210 = Minor+Metabolite
2949542 = Minor+Metabolite
2948211 = Metabolite
2949541 = Metabolite
2949540 = Minor+Metabolite
2948214 = Minor+Metabolite
2948215 = Minor+Metabolite
2949545 = Minor+Metabolite
2948212 = Enzyme
2949544 = Enzyme
2948213 = Minor+Metabolite
2949543 = Metabolite
2948218 = Metabolite
2948219 = Enzyme
2949549 = Minor+Metabolite
2948216 = Minor+Metabolite
2949548 = Minor+Metabolite
c_N-acetylglucosamine%2FN-acetylgalactosamine = Compound
2948217 = Metabolite
2949547 = Metabolite
2948209 = Minor+Metabolite
2936221 = Minor+Metabolite
2950528 = Minor+Metabolite
2951859 = Enzyme
2951858 = Minor+Metabolite
2950529 = Enzyme
2936225 = Minor+Metabolite
2950524 = Minor+Metabolite
2951855 = Metabolite
2936224 = Minor+Metabolite
2950523 = Minor+Metabolite
2951857 = Cofactor
2936222 = Enzyme
2950525 = Minor+Metabolite
2951856 = Minor+Metabolite
2950520 = Minor+Metabolite
2951851 = Cofactor
2936228 = Class
2951850 = Minor+Metabolite
2936227 = Enzyme
2950522 = Enzyme
2951853 = Enzyme
2950521 = Minor+Metabolite
2951852 = Minor+Metabolite
c_1%2C2-dilinoleoyl-GPC+%2818%3A2%2F18%3A2%29 = Compound
c_N-carbamoylalanine = Compound
c_3-ureidopropionate = Compound
2949531 = Enzyme
2948200 = Metabolite
2948203 = Unknown
2949535 = Metabolite
2948204 = Metabolite
2949534 = Enzyme
2948201 = Minor+Metabolite
2949533 = Metabolite
2948202 = Metabolite
2949532 = Metabolite
2949539 = Enzyme
2948208 = Cofactor
2949538 = Minor+Metabolite
2948205 = Metabolite
2949537 = Minor+Metabolite
2948206 = Enzyme
2949536 = Metabolite
2782379 = Minor+Metabolite
2782377 = Enzyme
2782378 = Cofactor
2954117 = FinalPathway
2782374 = Enzyme
2782371 = Enzyme
2954114 = FinalPathway
2782370 = Minor+Metabolite
2954112 = Metabolite
c_sphingomyelin+%28d18%3A2%2F23%3A1%29* = Compound
c_N-acetylthreonine = Compound
2782368 = Minor+Metabolite
2782369 = Minor+Metabolite
2954109 = Metabolite
2782364 = Minor+Metabolite
2782365 = Minor+Metabolite
2954106 = Class
2782363 = Enzyme
2782360 = Minor+Metabolite
2954100 = FinalPathway
c_gamma-glutamyl-alpha-lysine = Compound
2782359 = Minor+Metabolite
2782357 = Minor+Metabolite
2782358 = Minor+Metabolite
2782356 = Enzyme
2782353 = Minor+Metabolite
2782354 = Minor+Metabolite
2782352 = Minor+Metabolite
c_2-linoleoyl-GPC+%2818%3A2%29* = Compound
2782350 = Minor+Metabolite
c_1-dihomo-linolenoyl-GPE+%2820%3A3n3+or+6%29* = Compound
c_S-adenosylhomocysteine+%28SAH%29 = Compound
2782348 = Enzyme
2782349 = Minor+Metabolite
2782344 = Metabolite
2782345 = Enzyme
2782340 = Unknown
2782341 = Metabolite
2954126 = FinalPathway
2954123 = FinalPathway
c_5%2C6-dihydrothymine = Compound
2954121 = FinalPathway
c_glycerol = Compound
c_pyroglutamylvaline = Compound
2782337 = Enzyme
2784999 = Minor+Metabolite
2782335 = Minor+Metabolite
2784998 = Enzyme
2784997 = Minor+Metabolite
2782333 = Minor+Metabolite
2784995 = Minor+Metabolite
2782331 = Enzyme
2784994 = Minor+Metabolite
2782332 = Minor+Metabolite
2784993 = Minor+Metabolite
2784991 = Minor+Metabolite
2784990 = Enzyme
2782328 = Minor+Metabolite
2782329 = Metabolite
2782327 = Unknown
2782324 = Enzyme
2784987 = Minor+Metabolite
c_dihydroferulic+acid = Compound
2784986 = Enzyme
2784985 = Minor+Metabolite
2782323 = Metabolite
2784984 = Minor+Metabolite
2782320 = Minor+Metabolite
2782321 = Enzyme
2784981 = Enzyme
c_indoleacetate = Compound
c_ranitidine = Compound
c_beta-alanine = Compound
c_valylglycine = Compound
2951907 = Minor+Metabolite
2951909 = Enzyme
2951908 = Metabolite
2782317 = Minor+Metabolite
2951903 = Minor+Metabolite
2784979 = Minor+Metabolite
2951902 = Minor+Metabolite
2782315 = Enzyme
2784978 = Cofactor
2951905 = Minor+Metabolite
2782316 = Minor+Metabolite
2784977 = Minor+Metabolite
2951904 = Enzyme
2784975 = Enzyme
2782311 = Metabolite
2784974 = Minor+Metabolite
2951901 = Minor+Metabolite
2782312 = Enzyme
2784973 = Minor+Metabolite
2951900 = Minor+Metabolite
2784972 = Metabolite
2784970 = Enzyme
2782309 = Enzyme
2782306 = Unknown
2782307 = Metabolite
2784968 = Minor+Metabolite
2784967 = Metabolite
2782305 = Metabolite
2784966 = Enzyme
2782302 = Metabolite
2784965 = Minor+Metabolite
2782303 = Enzyme
2784964 = Minor+Metabolite
2782300 = Enzyme
2784963 = Minor+Metabolite
2784962 = Metabolite
2784961 = Metabolite
2784960 = Minor+Metabolite
c_1-%281-enyl-oleoyl%29-GPC+%28P-18%3A1%29* = Compound
2784959 = Enzyme
c_Unknown+-+15503 = Compound
2784957 = Metabolite
2784956 = Unknown
2784955 = Minor+Metabolite
2784954 = Minor+Metabolite
2784951 = Enzyme
2784950 = Metabolite
c_1-palmitoyl-2-palmitoleoyl-GPC+%2816%3A0%2F16%3A1%29* = Compound
2784949 = Metabolite
2784948 = Minor+Metabolite
2784947 = Minor+Metabolite
2784946 = Minor+Metabolite
2784944 = Minor+Metabolite
2784943 = Enzyme
2784940 = Enzyme
2787201 = Metabolite
2787200 = Metabolite
2787203 = Metabolite
c_p-cresol+sulfate = Compound
2787202 = Enzyme
2787205 = Minor+Metabolite
2787204 = Minor+Metabolite
2787207 = Enzyme
2787206 = Metabolite
2787209 = Metabolite
c_glycine+conjugate+of+C10H14O2+%281%29* = Compound
c_palmitoyl-palmitoyl-glycerol+%2816%3A0%2F16%3A0%29+%5B2%5D* = Compound
2784938 = Minor+Metabolite
2784937 = Minor+Metabolite
2784936 = Metabolite
2784935 = Enzyme
2784934 = Metabolite
2784933 = Metabolite
2784932 = Enzyme
2784931 = Metabolite
2784930 = Minor+Metabolite
2787210 = Minor+Metabolite
2787212 = Enzyme
2787211 = Minor+Metabolite
2787213 = Class
2787216 = Minor+Metabolite
2787215 = Minor+Metabolite
2787218 = Metabolite
2787217 = Enzyme
2787219 = Minor+Metabolite
c_creatine = Compound
2784929 = Metabolite
2784928 = Enzyme
2784927 = Minor+Metabolite
2784926 = Metabolite
2784925 = Metabolite
c_3-hydroxybutyrate+%28BHBA%29 = Compound
2784924 = Minor+Metabolite
2784923 = Minor+Metabolite
2784922 = Minor+Metabolite
2784921 = Cofactor
2784920 = Minor+Metabolite
c_laurylcarnitine+%28C12%29 = Compound
2787220 = Minor+Metabolite
2787223 = Minor+Metabolite
2787222 = Enzyme
2787225 = Minor+Metabolite
2787227 = Minor+Metabolite
2787226 = Metabolite
2787228 = Enzyme
c_bradykinin%2C+hydroxy-pro%283%29 = Compound
2784919 = Enzyme
2784918 = Minor+Metabolite
2784917 = Minor+Metabolite
2784916 = Minor+Metabolite
c_1-palmitoyl-2-adrenoyl-GPC+%2816%3A0%2F22%3A4%29* = Compound
2784913 = Enzyme
2784912 = Cofactor
2784911 = Minor+Metabolite
2784910 = Minor+Metabolite
2787230 = Minor+Metabolite
2787231 = Minor+Metabolite
2787234 = Enzyme
2787236 = Minor+Metabolite
2787238 = Class
2787239 = Enzyme
c_1-arachidonoyl-GPE+%2820%3A4n6%29* = Compound
c_Unknown+-+21383 = Compound
2784909 = Minor+Metabolite
c_guanidinosuccinate = Compound
2784908 = Minor+Metabolite
2784907 = Metabolite
2784906 = Minor+Metabolite
2784904 = Enzyme
2784903 = Minor+Metabolite
2784902 = Minor+Metabolite
p_Phosphatidylinositol+%28PI%29 = Sub+Pathway
2784901 = Minor+Metabolite
2784900 = Minor+Metabolite
2787241 = Minor+Metabolite
2787240 = Metabolite
2787243 = Metabolite
2787242 = Class
2787244 = Enzyme
2787247 = Minor+Metabolite
2787249 = Unknown
2787248 = Minor+Metabolite
c_glucuronide+of+C10H18O2+%287%29* = Compound
2787252 = Enzyme
2787251 = Metabolite
2787256 = Minor+Metabolite
2787255 = Minor+Metabolite
2787258 = Metabolite
2787257 = Unknown
c_Unknown+-+21364 = Compound
c_phosphatidylcholine+%2815%3A0%2F18%3A1%2C+17%3A0%2F16%3A1%2C+16%3A0%2F17%3A1%29* = Compound
2787261 = Minor+Metabolite
2787260 = Enzyme
2787262 = Metabolite
2787265 = Enzyme
2787267 = Minor+Metabolite
2787268 = Cofactor
c_dodecenedioate+%28C12%3A1-DC%29* = Compound
2935040 = Minor+Metabolite
2936371 = Minor+Metabolite
2935044 = Metabolite
2936375 = Label
2935043 = Minor+Metabolite
c_Unknown+-+21467 = Compound
2935042 = Enzyme
2936373 = Minor+Metabolite
2935041 = Minor+Metabolite
2936372 = Minor+Metabolite
2935048 = Enzyme
2787151 = Minor+Metabolite
2950678 = Metabolite
2935047 = Minor+Metabolite
2936378 = FinalPathway
2787150 = Minor+Metabolite
2950677 = Metabolite
2935046 = Cofactor
2787153 = Enzyme
2787152 = Metabolite
2950679 = Enzyme
2787155 = Minor+Metabolite
2950674 = Minor+Metabolite
c_Unknown+-+19141 = Compound
2950676 = Unknown
c_cysteine = Compound
c_myo-inositol = Compound
2935049 = Cofactor
2787156 = Minor+Metabolite
2950675 = Minor+Metabolite
2787159 = Minor+Metabolite
2949681 = Minor+Metabolite
2950670 = Enzyme
2787158 = Enzyme
2948350 = Enzyme
2949680 = Enzyme
2950671 = Minor+Metabolite
2948353 = Enzyme
2949685 = Minor+Metabolite
2948354 = Metabolite
2949684 = Minor+Metabolite
2948351 = Metabolite
2949683 = Minor+Metabolite
2948352 = Metabolite
2948357 = Minor+Metabolite
2949689 = Enzyme
2948358 = Cofactor
2949688 = Cofactor
2948355 = Minor+Metabolite
2949687 = Metabolite
2948356 = Metabolite
2949686 = Minor+Metabolite
2948359 = Enzyme
2936360 = Minor+Metabolite
2935033 = Minor+Metabolite
c_2-methylbutyrylcarnitine+%28C5%29 = Compound
2935032 = Enzyme
2936363 = Enzyme
2935031 = Minor+Metabolite
2787160 = Cofactor
2936361 = Cofactor
2935037 = Enzyme
2936368 = Enzyme
2787162 = Minor+Metabolite
2950667 = Enzyme
2951998 = Minor+Metabolite
2951997 = Minor+Metabolite
2935035 = Minor+Metabolite
2936366 = Cofactor
2787164 = Enzyme
2950669 = Metabolite
2935034 = Metabolite
2951999 = Minor+Metabolite
2787166 = Minor+Metabolite
2951994 = Enzyme
2787165 = Minor+Metabolite
2950662 = Metabolite
2951993 = Minor+Metabolite
2787168 = Minor+Metabolite
2951996 = Minor+Metabolite
2936369 = Minor+Metabolite
2950664 = Enzyme
2949670 = Minor+Metabolite
2951990 = Minor+Metabolite
2950661 = Unknown
2951992 = Minor+Metabolite
2950660 = Minor+Metabolite
2951991 = Minor+Metabolite
2948342 = Minor+Metabolite
2948343 = Metabolite
2949673 = Enzyme
2949672 = Metabolite
2948341 = Minor+Metabolite
2949671 = Metabolite
2948346 = Minor+Metabolite
2949678 = Metabolite
2948347 = Metabolite
2949677 = Enzyme
2948344 = Minor+Metabolite
2949676 = Cofactor
2948345 = Enzyme
2949675 = Metabolite
c_Unknown+-+21471 = Compound
c_Unknown+-+21470 = Compound
2948348 = Minor+Metabolite
2948349 = Metabolite
2949679 = Metabolite
2935062 = Minor+Metabolite
2936393 = Minor+Metabolite
2935061 = Minor+Metabolite
2936392 = Minor+Metabolite
2936391 = Minor+Metabolite
c_Unknown+-+21448 = Compound
2936390 = Enzyme
2935066 = Minor+Metabolite
2936397 = Minor+Metabolite
2935065 = Cofactor
2936396 = Metabolite
2935064 = Enzyme
2936395 = Metabolite
2787171 = Minor+Metabolite
c_Unknown+-+22775 = Compound
c_Unknown+-+21444 = Compound
2936394 = Cofactor
2787170 = Enzyme
2787173 = Minor+Metabolite
2787172 = Minor+Metabolite
2950699 = Minor+Metabolite
2936399 = Metabolite
2935067 = Minor+Metabolite
2936398 = Minor+Metabolite
2950696 = Enzyme
2787176 = Enzyme
2950695 = Metabolite
2787179 = Enzyme
2950698 = Cofactor
2948371 = Minor+Metabolite
2950692 = Minor+Metabolite
2948372 = Minor+Metabolite
2950691 = Cofactor
2950693 = Enzyme
2948375 = Minor+Metabolite
2948376 = Minor+Metabolite
2948373 = Metabolite
2950690 = Minor+Metabolite
2948374 = Enzyme
2948379 = Enzyme
c_Unknown+-+21442 = Compound
c_Unknown+-+21441 = Compound
2936380 = FinalPathway
c_phenyllactate+%28PLA%29 = Compound
c_Unknown+-+22789 = Compound
2936386 = Minor+Metabolite
2935054 = Enzyme
2936385 = Enzyme
2935059 = Enzyme
2935058 = Minor+Metabolite
2936389 = Metabolite
2787183 = Label
2935057 = Minor+Metabolite
2936388 = Metabolite
2787186 = FinalPathway
2936387 = Minor+Metabolite
2950685 = Metabolite
2950684 = Unknown
2950687 = Enzyme
2787189 = FinalPathway
2948360 = Minor+Metabolite
2949692 = Minor+Metabolite
2948361 = Minor+Metabolite
2949691 = Minor+Metabolite
2950680 = Minor+Metabolite
2949690 = Metabolite
2950683 = Metabolite
2950682 = Minor+Metabolite
2948364 = Enzyme
2949696 = Minor+Metabolite
2948365 = Metabolite
2949695 = Enzyme
2948362 = Metabolite
2949694 = Minor+Metabolite
2948363 = Metabolite
2949693 = Metabolite
2948368 = Minor+Metabolite
2948369 = Enzyme
2948366 = Metabolite
2949698 = Cofactor
2948367 = Minor+Metabolite
2949697 = Minor+Metabolite
2935084 = Enzyme
2935081 = Minor+Metabolite
2935088 = Enzyme
2787191 = FinalPathway
c_2%27-deoxyuridine = Compound
2935087 = Minor+Metabolite
2935089 = Minor+Metabolite
2787199 = Unknown
2948394 = Enzyme
2948391 = Minor+Metabolite
2948397 = Minor+Metabolite
2948398 = Minor+Metabolite
2948395 = Metabolite
2948396 = Minor+Metabolite
2948399 = Metabolite
c_3-methyl-2-oxobutyrate = Compound
2935090 = Metabolite
2935073 = Minor+Metabolite
2935072 = Minor+Metabolite
2935070 = Enzyme
2935077 = Cofactor
2935076 = Minor+Metabolite
2935075 = Enzyme
c_Unknown+-+22764 = Compound
p_Chemical = Sub+Pathway
2935079 = Minor+Metabolite
2935078 = Minor+Metabolite
p_Lysoplasmalogen = Sub+Pathway
2948390 = Enzyme
2948382 = Unknown
2948383 = Metabolite
2948380 = Metabolite
2948381 = Metabolite
2948386 = Metabolite
2948387 = Enzyme
2948384 = Metabolite
2948385 = Metabolite
2948388 = Metabolite
2948389 = Metabolite
2935080 = Minor+Metabolite
c_ergothioneine = Compound
2935095 = Unknown
2935094 = Minor+Metabolite
2935093 = Minor+Metabolite
2935092 = Minor+Metabolite
2935099 = Minor+Metabolite
2935098 = Enzyme
c_Unknown+-+21411 = Compound
c_delta-tocopherol = Compound
c_13-methylmyristate+%28i15%3A0%29 = Compound
c_Unknown+-+09789 = Compound
c_Unknown+-+21410 = Compound
c_chiro-inositol = Compound
2949609 = Minor+Metabolite
2951929 = Enzyme
2949608 = Minor+Metabolite
2949607 = Minor+Metabolite
2949606 = Minor+Metabolite
c_2-aminoadipate = Compound
2951925 = Minor+Metabolite
2951927 = Minor+Metabolite
